Unnamed: 0,vehicle_name,engine_size(l),cylinders,fuel_type,fuel_consumption_comb_(mpg),co2_emissions(g/km)
5627,CHEVROLET_Corvette,6.2,8,Z,22,299
5628,CHEVROLET_Corvette,6.2,8,Z,23,286
5629,CHEVROLET_Corvette_Z06,6.2,8,Z,20,331
5630,CHEVROLET_Corvette_Z06,6.2,8,Z,21,318
5631,CHEVROLET_Corvette_ZR1,6.2,8,Z,18,381
5632,CHEVROLET_Corvette_ZR1,6.2,8,Z,18,368
5633,CHEVROLET_Cruze,1.4,4,X,39,172
5634,CHEVROLET_Cruze_Premier,1.4,4,X,39,172
5635,CHEVROLET_Cruze_Diesel,1.6,4,D,44,172
5636,CHEVROLET_Cruze_Hatchback,1.4,4,X,39,172
5637,CHEVROLET_Cruze_Hatchback_Premier,1.4,4,X,38,175
5638,CHEVROLET_Cruze_Hatchback_Diesel,1.6,4,D,43,178
5639,CHEVROLET_Equinox,1.5,4,X,34,196
5640,CHEVROLET_Equinox,1.6,4,D,38,199
5641,CHEVROLET_Equinox_AWD,1.5,4,X,33,207
5642,CHEVROLET_Equinox_AWD,1.6,4,D,38,199
5643,CHEVROLET_Equinox_AWD,2.0,4,Z,29,228
5644,CHEVROLET_Impala,2.5,4,X,29,225
5645,CHEVROLET_Impala,3.6,6,X,26,254
5646,CHEVROLET_Impala,3.6,6,E,19,245
5647,CHEVROLET_Malibu,1.5,4,X,38,174
5648,CHEVROLET_Malibu,2.0,4,Z,31,214
5649,CHEVROLET_Malibu_Hybrid,1.8,4,X,55,121
5650,CHEVROLET_Silverado,2.7,4,X,25,261
5651,CHEVROLET_Silverado,4.3,6,X,21,316
5652,CHEVROLET_Silverado,5.3,8,X,20,326
5653,CHEVROLET_Silverado_FFV,5.3,8,X,20,329
5654,CHEVROLET_Silverado_FFV,5.3,8,E,15,306
5655,CHEVROLET_Silverado,5.3,8,X,23,290
5656,CHEVROLET_Silverado_4WD,2.7,4,X,24,275
5657,CHEVROLET_Silverado_4WD,4.3,6,X,20,329
5658,CHEVROLET_Silverado_4WD_Trail_Boss,4.3,6,X,19,347
5659,CHEVROLET_Silverado_4WD,5.3,8,X,20,329
5660,CHEVROLET_Silverado_4WD_FFV,5.3,8,X,20,339
5661,CHEVROLET_Silverado_4WD_FFV,5.3,8,E,15,322
5662,CHEVROLET_Silverado_4WD_Trail_Boss,5.3,8,X,19,350
5663,CHEVROLET_Silverado_4WD,5.3,8,X,22,306
5664,CHEVROLET_Silverado_4WD_Trail_Boss,5.3,8,X,21,320
5665,CHEVROLET_Silverado_4WD,6.2,8,Z,21,321
5666,CHEVROLET_Silverado_LD,5.3,8,X,21,317
5667,CHEVROLET_Silverado_LD_4WD,5.3,8,X,20,325
5668,CHEVROLET_Spark,1.4,4,X,40,167
5669,CHEVROLET_Spark,1.4,4,X,39,170
5670,CHEVROLET_Suburban,5.3,8,X,21,314
5671,CHEVROLET_Suburban_FFV,5.3,8,X,21,314
5672,CHEVROLET_Suburban_FFV,5.3,8,E,16,298
5673,CHEVROLET_Suburban_4WD,5.3,8,X,20,336
5674,CHEVROLET_Suburban_4WD_FFV,5.3,8,X,20,336
5675,CHEVROLET_Suburban_4WD_FFV,5.3,8,E,15,317
5676,CHEVROLET_Suburban_4WD,6.2,8,Z,19,340
5677,CHEVROLET_Tahoe,5.3,8,X,21,314
5678,CHEVROLET_Tahoe_FFV,5.3,8,X,21,314
5679,CHEVROLET_Tahoe_FFV,5.3,8,E,16,298
5680,CHEVROLET_Tahoe_4WD,5.3,8,X,21,321
5681,CHEVROLET_Tahoe_4WD_FFV,5.3,8,X,21,321
5682,CHEVROLET_Tahoe_4WD_FFV,5.3,8,E,15,305
5683,CHEVROLET_Tahoe_4WD,6.2,8,Z,20,325
5684,CHEVROLET_Traverse,3.6,6,X,25,261
5685,CHEVROLET_Traverse_AWD,3.6,6,X,24,277
5686,CHEVROLET_Trax,1.4,4,X,34,196
5687,CHEVROLET_Trax,1.4,4,X,34,194
5688,CHEVROLET_Trax_4WD,1.4,4,X,31,214
5689,CHRYSLER_300,3.6,6,X,27,242
5690,CHRYSLER_300_FFV,3.6,6,X,27,242
5691,CHRYSLER_300_FFV,3.6,6,E,20,234
5692,CHRYSLER_300,5.7,8,X,23,289
5693,CHRYSLER_300_AWD,3.6,6,X,26,258
5694,CHRYSLER_300_AWD_FFV,3.6,6,X,26,258
5695,CHRYSLER_300_AWD_FFV,3.6,6,E,19,248
5696,CHRYSLER_Pacifica,3.6,6,X,26,259
5697,CHRYSLER_Pacifica_(Stop-Start),3.6,6,X,27,249
5698,DODGE_Challenger,3.6,6,X,27,242
5699,DODGE_Challenger,5.7,8,Z,22,307
5700,DODGE_Challenger,6.4,8,Z,20,325
5701,DODGE_Challenger_(MDS),5.7,8,X,23,289
5702,DODGE_Challenger_(MDS),6.4,8,Z,22,304
5703,DODGE_Challenger_GT_AWD,3.6,6,X,26,258
5704,DODGE_Challenger_SRT_Hellcat,6.2,8,Z,19,339
5705,DODGE_Challenger_SRT_Hellcat,6.2,8,Z,19,352
5706,DODGE_Challenger_SRT_Hellcat_Redeye,6.2,8,Z,19,339
5707,DODGE_Charger,3.6,6,X,24,271
5708,DODGE_Charger_FFV,3.6,6,X,24,271
5709,DODGE_Charger_FFV,3.6,6,E,18,268
5710,DODGE_Charger,3.6,6,X,27,242
5711,DODGE_Charger_FFV,3.6,6,X,27,242
5712,DODGE_Charger_FFV,3.6,6,E,20,234
5713,DODGE_Charger_(MDS),5.7,8,X,22,302
5714,DODGE_Charger_(MDS),5.7,8,X,23,289
5715,DODGE_Charger_(MDS),6.4,8,Z,22,304
5716,DODGE_Charger_AWD,3.6,6,X,26,258
5717,DODGE_Charger_AWD_FFV,3.6,6,X,26,258
5718,DODGE_Charger_AWD_FFV,3.6,6,E,19,248
5719,DODGE_Charger_AWD_(MDS),5.7,8,X,21,312
5720,DODGE_Charger_SRT_Hellcat,6.2,8,Z,19,339
5721,DODGE_Durango_AWD,3.6,6,X,25,265
5722,DODGE_Durango_AWD,5.7,8,X,20,331
5723,DODGE_Durango_AWD_SRT,6.4,8,Z,18,363
5724,DODGE_Grand_Caravan_FFV,3.6,6,X,24,276
5725,DODGE_Grand_Caravan_FFV,3.6,6,E,17,274
5726,DODGE_Journey,2.4,4,X,25,261
5727,DODGE_Journey_FFV,3.6,6,X,23,284
5728,DODGE_Journey_FFV,3.6,6,E,17,274
5729,DODGE_Journey_AWD,3.6,6,X,23,292
5730,FIAT_124_Spider,1.4,4,X,35,187
5731,FIAT_124_Spider,1.4,4,X,36,185
5732,FIAT_500,1.4,4,X,32,203
5733,FIAT_500,1.4,4,X,36,186
5734,FIAT_500L,1.4,4,X,30,221
5735,FIAT_500X_AWD,1.3,4,X,31,213
5736,FORD_EcoSport,1.0,3,X,34,196
5737,FORD_EcoSport_AWD,2.0,4,X,30,218
5738,FORD_Edge,2.0,4,X,29,224
5739,FORD_Edge_AWD,2.0,4,X,28,233
5740,FORD_Edge_AWD,2.7,6,X,26,259
5741,FORD_Escape,1.5,4,X,31,214
5742,FORD_Escape_FFV,2.5,4,X,29,226
5743,FORD_Escape_FFV,2.5,4,E,22,218
5744,FORD_Escape_AWD,1.5,4,X,29,232
5745,FORD_Escape_AWD,2.0,4,X,28,239
5746,FORD_Expedition_4X4,3.5,6,X,23,293
5747,FORD_Expedition_MAX_4X4,3.5,6,X,22,307
5748,FORD_Explorer_AWD,2.3,4,X,25,267
5749,FORD_Explorer_AWD,3.5,6,X,21,311
5750,FORD_Explorer_FFV_AWD,3.5,6,X,22,299
5751,FORD_Explorer_FFV_AWD,3.5,6,E,16,288
5752,FORD_F-150,2.7,6,X,27,249
5753,FORD_F-150_(LT_Tire_Pkg),2.7,6,X,25,260
5754,FORD_F-150_(Payload_Pkg),2.7,6,X,25,260
5755,FORD_F-150,3.0,6,D,30,256
5756,FORD_F-150_(LT_Tire_Pkg),3.0,6,D,29,260
5757,FORD_F-150_FFV,3.3,6,X,26,256
5758,FORD_F-150_FFV,3.3,6,E,19,247
5759,FORD_F-150_FFV_(LT_Tire_Pkg),3.3,6,X,25,263
5760,FORD_F-150_FFV_(LT_Tire_Pkg),3.3,6,E,19,247
5761,FORD_F-150,3.5,6,X,24,281
5762,FORD_F-150_(LT_Tire_Pkg),3.5,6,X,23,291
5763,FORD_F-150_(Payload_Pkg),3.5,6,X,22,298
5764,FORD_F-150_FFV,5.0,8,X,23,287
5765,FORD_F-150_FFV,5.0,8,E,16,290
5766,FORD_F-150_FFV_(LT_Tire_Pkg),5.0,8,X,22,308
5767,FORD_F-150_FFV_(LT_Tire_Pkg),5.0,8,E,16,290
5768,FORD_F-150_FFV_(Payload_Pkg),5.0,8,X,20,326
5769,FORD_F-150_FFV_(Payload_Pkg),5.0,8,E,16,291
5770,FORD_F-150_4X4,2.7,6,X,25,268
5771,FORD_F-150_4X4_(LT_Tire_Pkg),2.7,6,X,24,277
5772,FORD_F-150_4X4_(Payload_Pkg),2.7,6,X,24,277
5773,FORD_F-150_4X4,3.0,6,D,26,287
5774,FORD_F-150_4X4_(LT_Tire_Pkg),3.0,6,D,26,287
5775,FORD_F-150_4X4_XL/XLT,3.0,6,D,29,266
5776,FORD_F-150_FFV_4X4,3.3,6,X,24,273
5777,FORD_F-150_FFV_4X4,3.3,6,E,18,263
5778,FORD_F-150_FFV_4X4_(LT_Tire_Pkg),3.3,6,X,23,291
5779,FORD_F-150_FFV_4X4_(LT_Tire_Pkg),3.3,6,E,18,263
5780,FORD_F-150_4X4,3.5,6,X,23,295
5781,FORD_F-150_4X4_(LT_Tire_Pkg),3.5,6,X,22,303
5782,FORD_F-150_4X4_(Payload_Pkg),3.5,6,X,22,308
5783,FORD_F-150_4X4_Limited,3.5,6,X,22,296
5784,FORD_F-150_FFV_4X4,5.0,8,X,21,312
5785,FORD_F-150_FFV_4X4,5.0,8,E,16,300
5786,FORD_F-150_FFV_4X4_(LT_Tire_Pkg),5.0,8,X,20,326
5787,FORD_F-150_FFV_4X4_(LT_Tire_Pkg),5.0,8,E,16,300
5788,FORD_F-150_FFV_4X4_(Payload_Pkg),5.0,8,X,19,347
5789,FORD_F-150_FFV_4X4_(Payload_Pkg),5.0,8,E,14,323
5790,FORD_F-150_Raptor_4X4,3.5,6,X,20,336
5791,FORD_Flex,3.5,6,X,22,298
5792,FORD_Flex_AWD,3.5,6,X,22,303
5793,FORD_Flex_AWD_GTDI,3.5,6,X,21,322
5794,FORD_Fiesta,1.6,4,X,37,178
5795,FORD_Fiesta,1.6,4,X,36,184
5796,FORD_Fiesta_ST,1.6,4,X,34,196
5797,FORD_Fusion,1.5,4,X,32,204
5798,FORD_Fusion_Hybrid,2.0,4,X,50,131
5799,FORD_GT,3.5,6,Z,17,402
5800,FORD_Mustang,2.3,4,X,30,221
5801,FORD_Mustang_(Performance_Pkg),2.3,4,X,27,242
5802,FORD_Mustang,2.3,4,X,29,227
5803,FORD_Mustang_(Performance_Pkg),2.3,4,X,27,244
5804,FORD_Mustang,5.0,8,X,23,289
5805,FORD_Mustang,5.0,8,X,21,311
5806,FORD_Mustang_Bullitt,5.0,8,X,21,311
5807,FORD_Mustang_Convertible,2.3,4,X,27,243
5808,FORD_Mustang_Convertible,2.3,4,X,27,241
5809,FORD_Mustang_Convertible,5.0,8,X,22,302
5810,FORD_Ranger_4WD,2.3,4,X,26,256
5811,FORD_Shelby_GT350_Mustang,5.2,8,Z,19,341
5812,FORD_T-150_Wagon,3.5,6,X,19,346
5813,FORD_T-150_Wagon,3.7,6,X,19,355
5814,FORD_Taurus_FFV,3.5,6,X,25,270
5815,FORD_Taurus_FFV,3.5,6,E,19,254
5816,FORD_Taurus_AWD,3.5,6,X,23,294
5817,FORD_Taurus_FFV_AWD,3.5,6,X,23,291
5818,FORD_Taurus_FFV_AWD,3.5,6,E,18,267
5819,FORD_Transit_Connect_Van,2.0,4,X,30,219
5820,FORD_Transit_Connect_Van_FFV,2.0,4,X,30,219
5821,FORD_Transit_Connect_Van_FFV,2.0,4,E,22,209
5822,FORD_Transit_Connect_Van,2.5,4,X,27,247
5823,FORD_Transit_Connect_Wagon_LWB,2.0,4,X,31,214
5824,FORD_Transit_Connect_Wagon_LWB_FFV,2.0,4,X,31,214
5825,FORD_Transit_Connect_Wagon_LWB_FFV,2.0,4,E,23,208
5826,FORD_Transit_Connect_Wagon_LWB,2.5,4,X,26,251
5827,GENESIS_G70,2.0,4,Z,26,255
5828,GENESIS_G70_AWD,2.0,4,Z,27,241
5829,GENESIS_G70_AWD,3.3,6,Z,24,274
5830,GENESIS_G80_AWD,3.3,6,Z,24,282
5831,GENESIS_G80_AWD,3.8,6,X,24,276
5832,GENESIS_G80_AWD,5.0,8,Z,21,312
5833,GENESIS_G90_AWD,3.3,6,Z,24,279
5834,GENESIS_G90_AWD,5.0,8,Z,22,306
5835,GMC_Acadia,2.5,4,X,28,237
5836,GMC_Acadia,3.6,6,X,25,268
5837,GMC_Acadia_AWD,2.5,4,X,27,248
5838,GMC_Acadia_AWD,3.6,6,X,24,275
5839,GMC_Canyon,2.5,4,X,26,253
5840,GMC_Canyon,2.5,4,X,26,251
5841,GMC_Canyon,2.8,4,D,28,270
5842,GMC_Canyon,3.6,6,X,24,274
5843,GMC_Canyon_4WD,2.5,4,X,25,267
5844,GMC_Canyon_4WD,2.8,4,D,27,283
5845,GMC_Canyon_4WD,3.6,6,X,23,286
5846,GMC_Sierra,2.7,4,X,25,261
5847,GMC_Sierra,4.3,6,X,21,317
5848,GMC_Sierra,5.3,8,X,20,326
5849,GMC_Sierra_FFV,5.3,8,X,20,329
5850,GMC_Sierra_FFV,5.3,8,E,15,306
5851,GMC_Sierra,5.3,8,X,23,294
5852,GMC_Sierra_4WD,2.7,4,X,24,277
5853,GMC_Sierra_4WD,4.3,6,X,20,329
5854,GMC_Sierra_4WD,5.3,8,X,20,330
5855,GMC_Sierra_4WD_FFV,5.3,8,X,20,339
5856,GMC_Sierra_4WD_FFV,5.3,8,E,15,323
5857,GMC_Sierra_4WD,5.3,8,X,21,316
5858,GMC_Sierra_4WD_AT4,5.3,8,X,21,320
5859,GMC_Sierra_4WD,6.2,8,Z,20,326
5860,GMC_Sierra_4WD_AT4,6.2,8,Z,20,332
5861,GMC_Sierra_LTD,5.3,8,X,21,317
5862,GMC_Sierra_LTD_4WD,5.3,8,X,20,325
5863,GMC_Terrain,1.5,4,X,33,201
5864,GMC_Terrain,1.6,4,D,38,199
5865,GMC_Terrain_AWD,1.5,4,X,31,210
5866,GMC_Terrain_AWD,1.6,4,D,38,199
5867,GMC_Terrain_AWD,2.0,4,Z,28,239
5868,GMC_Yukon,5.3,8,X,21,314
5869,GMC_Yukon_FFV,5.3,8,X,21,314
5870,GMC_Yukon_FFV,5.3,8,E,16,298
5871,GMC_Yukon_4WD,5.3,8,X,21,321
5872,GMC_Yukon_4WD_FFV,5.3,8,X,21,321
5873,GMC_Yukon_4WD_FFV,5.3,8,E,15,305
5874,GMC_Yukon_4WD,6.2,8,Z,20,325
5875,GMC_Yukon_XL,5.3,8,X,21,314
5876,GMC_Yukon_XL_FFV,5.3,8,X,21,314
5877,GMC_Yukon_XL_FFV,5.3,8,E,16,298
5878,GMC_Yukon_XL_4WD,5.3,8,X,20,336
5879,GMC_Yukon_XL_4WD_FFV,5.3,8,X,20,336
5880,GMC_Yukon_XL_4WD_FFV,5.3,8,E,15,317
5881,GMC_Yukon_XL_4WD,6.2,8,Z,19,340
5882,HONDA_Accord,1.5,4,X,39,168
5883,HONDA_Accord,1.5,4,X,37,177
5884,HONDA_Accord,1.5,4,X,36,185
5885,HONDA_Accord,2.0,4,X,31,214
5886,HONDA_Accord_Sport/Touring,2.0,4,X,31,211
5887,HONDA_Accord_Hybrid,2.0,4,X,56,117
5888,HONDA_Civic_Coupe,1.5,4,X,39,167
5889,HONDA_Civic_Coupe,2.0,4,X,40,164
5890,HONDA_Civic_Coupe,2.0,4,X,38,176
5891,HONDA_Civic_Coupe,2.0,4,X,35,189
5892,HONDA_Civic_Coupe_Si,1.5,4,Z,38,173
5893,HONDA_Civic_Hatchback,1.5,4,X,41,162
5894,HONDA_Civic_Hatchback,1.5,4,X,39,170
5895,HONDA_Civic_Hatchback,1.5,4,X,39,167
5896,HONDA_Civic_Hatchback_Sport,1.5,4,Z,39,170
5897,HONDA_Civic_Hatchback_Sport,1.5,4,Z,39,167
5898,HONDA_Civic_Sedan,1.5,4,X,40,165
5899,HONDA_Civic_Sedan,2.0,4,X,40,167
5900,HONDA_Civic_Sedan,2.0,4,X,35,186
5901,HONDA_Civic_Sedan_Si,1.5,4,Z,38,173
5902,HONDA_Civic_Type_R,2.0,4,Z,29,224
5903,HONDA_CR-V,1.5,4,X,36,181
5904,HONDA_CR-V_AWD,1.5,4,X,35,188
5905,HONDA_Fit,1.5,4,X,43,151
5906,HONDA_Fit,1.5,4,X,40,166
5907,HONDA_Fit,1.5,4,X,38,174
5908,HONDA_HR-V,1.8,4,X,36,181
5909,HONDA_HR-V_AWD,1.8,4,X,34,193
5910,HONDA_HR-V_AWD,1.8,4,X,33,199
5911,HONDA_Insight_EX,1.5,4,X,58,114
5912,HONDA_Insight_Touring,1.5,4,X,58,114
5913,HONDA_Odyssey,3.5,6,X,26,252
5914,HONDA_Odyssey_Touring,3.5,6,X,27,247
5915,HONDA_Passport_AWD,3.5,6,X,25,265
5916,HONDA_Pilot,3.5,6,X,26,250
5917,HONDA_Pilot_AWD,3.5,6,X,25,266
5918,HONDA_Pilot_AWD,3.5,6,X,26,257
5919,HONDA_Ridgeline_AWD,3.5,6,X,25,263
5920,HYUNDAI_Accent,1.6,4,X,39,172
5921,HYUNDAI_Accent,1.6,4,X,39,173
5922,HYUNDAI_Elantra,1.6,4,X,35,189
5923,HYUNDAI_Elantra,1.6,4,X,30,221
5924,HYUNDAI_Elantra,2.0,4,X,38,174
5925,HYUNDAI_Elantra,2.0,4,X,35,188
5926,HYUNDAI_Elantra_GT,1.6,4,X,33,205
5927,HYUNDAI_Elantra_GT,1.6,4,X,31,218
5928,HYUNDAI_Elantra_GT,2.0,4,X,34,200
5929,HYUNDAI_Elantra_GT,2.0,4,X,32,207
5930,HYUNDAI_IONIQ,1.6,4,X,66,104
5931,HYUNDAI_IONIQ_Blue,1.6,4,X,69,96
5932,HYUNDAI_Kona,2.0,4,X,36,186
5933,HYUNDAI_Kona_AWD,1.6,4,X,33,201
5934,HYUNDAI_Kona_AWD,2.0,4,X,33,202
5935,HYUNDAI_Santa_Fe,2.4,4,X,29,225
5936,HYUNDAI_Santa_Fe_AWD,2.0,4,X,25,262
5937,HYUNDAI_Santa_Fe_AWD,2.4,4,X,28,237
5938,HYUNDAI_Santa_Fe_XL,3.3,6,X,25,268
5939,HYUNDAI_Santa_Fe_XL_AWD,3.3,6,X,24,276
5940,HYUNDAI_Santa_Fe_XL_Ultimate_AWD,3.3,6,X,22,297
5941,HYUNDAI_Sonata,2.0,4,X,31,212
5942,HYUNDAI_Sonata,2.4,4,X,34,198
5943,HYUNDAI_Sonata_SE,2.4,4,X,35,190
5944,HYUNDAI_Sonata_Hybrid,2.0,4,X,50,135
5945,HYUNDAI_Sonata_Hybrid_SE,2.0,4,X,50,132
5946,HYUNDAI_Tucson,2.0,4,X,31,216
5947,HYUNDAI_Tucson_AWD,2.0,4,X,28,239
5948,HYUNDAI_Tucson_AWD,2.4,4,X,28,240
5949,HYUNDAI_Veloster,2.0,4,X,34,193
5950,HYUNDAI_Veloster,2.0,4,X,34,198
5951,HYUNDAI_Veloster_N,2.0,4,X,30,226
5952,HYUNDAI_Veloster_Turbo,1.6,4,X,36,184
5953,HYUNDAI_Veloster_Turbo,1.6,4,X,34,197
5954,INFINITI_Q50_AWD,2.0,4,Z,29,229
5955,INFINITI_Q50_AWD,3.0,6,Z,26,253
5956,INFINITI_Q50_AWD_Red_Sport,3.0,6,Z,25,261
5957,INFINITI_Q60_AWD,2.0,4,Z,28,233
5958,INFINITI_Q60_AWD,3.0,6,Z,26,251
5959,INFINITI_Q60_AWD_Red_Sport,3.0,6,Z,26,259
5960,INFINITI_Q70_AWD,3.7,6,Z,24,275
5961,INFINITI_Q70_AWD,5.6,8,Z,22,301
5962,INFINITI_QX50_AWD,2.0,4,Z,31,211
5963,INFINITI_QX60_AWD,3.5,6,Z,26,257
5964,INFINITI_QX80_4WD,5.6,8,Z,19,354
5965,JAGUAR_E-PACE_P250,2.0,4,Z,29,231
5966,JAGUAR_F-PACE_20d,2.0,4,D,35,218
5967,JAGUAR_F-PACE_25t,2.0,4,Z,29,227
5968,JAGUAR_F-PACE_35t,3.0,6,Z,24,277
5969,JAGUAR_F-TYPE_Convertible,2.0,4,Z,31,215
5970,JAGUAR_F-TYPE_Convertible,3.0,6,Z,27,242
5971,JAGUAR_F-TYPE_Convertible,3.0,6,Z,22,296
5972,JAGUAR_F-TYPE_Convertible_R-Dynamic,3.0,6,Z,26,253
5973,JAGUAR_F-TYPE_Convertible_R-Dynamic,3.0,6,Z,22,302
5974,JAGUAR_F-TYPE_Convertible_R-Dynamic_AWD,3.0,6,Z,25,265
5975,JAGUAR_F-TYPE_Coupe,2.0,4,Z,31,215
5976,JAGUAR_F-TYPE_Coupe,3.0,6,Z,27,242
5977,JAGUAR_F-TYPE_Coupe,3.0,6,Z,22,296
5978,JAGUAR_F-TYPE_Coupe_R-Dynamic,3.0,6,Z,26,253
5979,JAGUAR_F-TYPE_Coupe_R-Dynamic,3.0,6,Z,22,302
5980,JAGUAR_F-TYPE_Coupe_R-Dynamic_AWD,3.0,6,Z,25,265
5981,JAGUAR_F-TYPE_R_AWD_Convertible,5.0,8,Z,21,311
5982,JAGUAR_F-TYPE_R_AWD_Coupe,5.0,8,Z,21,311
5983,JAGUAR_XE_20d_AWD,2.0,4,D,41,186
5984,JAGUAR_XE_25t_AWD,2.0,4,Z,33,200
5985,JAGUAR_XE_35t_AWD,3.0,6,Z,28,238
5986,JAGUAR_XF_20d_AWD,2.0,4,D,41,186
5987,JAGUAR_XF_25t_AWD,2.0,4,Z,32,207
5988,JAGUAR_XF_35t_AWD,3.0,6,Z,27,243
5989,JAGUAR_XJ_R-Sport_AWD,3.0,6,Z,24,276
5990,JAGUAR_XJL_Portfolio_AWD,3.0,6,Z,24,280
5991,JAGUAR_XJR_LWB,5.0,8,Z,21,313
5992,JEEP_Cherokee,2.0,4,X,31,214
5993,JEEP_Cherokee,2.4,4,X,30,219
5994,JEEP_Cherokee,3.2,6,X,28,240
5995,JEEP_Cherokee_4X4_Active_Drive_I,2.0,4,X,29,229
5996,JEEP_Cherokee_4X4_Active_Drive_I,2.4,4,X,29,230
5997,JEEP_Cherokee_4X4_Active_Drive_I,3.2,6,X,27,249
5998,JEEP_Cherokee_4X4_Active_Drive_II,2.0,4,X,28,240
5999,JEEP_Cherokee_4X4_Active_Drive_II,3.2,6,X,25,259
6000,JEEP_Cherokee_4X4_Active_Drive_Lock,2.0,4,X,27,249
6001,JEEP_Cherokee_4X4_Active_Drive_Lock,3.2,6,X,24,269
6002,JEEP_Compass,2.4,4,X,30,218
6003,JEEP_Compass,2.4,4,X,31,211
6004,JEEP_Compass_4X4,2.4,4,X,30,222
6005,JEEP_Compass_4X4,2.4,4,X,30,221
6006,JEEP_Grand_Cherokee_4X4,3.6,6,X,25,265
6007,JEEP_Grand_Cherokee_4X4,5.7,8,X,20,331
6008,JEEP_Grand_Cherokee_4X4_EcoDiesel,3.0,6,D,28,268
6009,JEEP_Grand_Cherokee_4X4_SRT,6.4,8,Z,18,368
6010,JEEP_Grand_Cherokee_4X4_Trackhawk,6.2,8,Z,16,413
6011,JEEP_Renegade,1.3,4,X,32,204
6012,JEEP_Renegade,2.4,4,X,30,222
6013,JEEP_Renegade_4X4,1.3,4,X,31,216
6014,JEEP_Renegade_4X4,2.4,4,X,29,230
6015,JEEP_Renegade_4X4_Trailhawk,1.3,4,X,29,230
6016,JEEP_Wrangler_JL_4X4,2.0,4,X,28,233
6017,JEEP_Wrangler_JL_4X4,3.6,6,X,24,274
6018,JEEP_Wrangler_JL_4X4,3.6,6,X,24,277
6019,JEEP_Wrangler_JL_Unlimited_4X4,2.0,4,X,27,245
6020,JEEP_Wrangler_JL_Unlimited_4X4,3.6,6,X,24,275
6021,JEEP_Wrangler_JL_Unlimited_4X4,3.6,6,X,23,285
6022,KIA_Cadenza,3.3,6,X,28,238
6023,KIA_Forte,2.0,4,X,41,164
6024,KIA_Forte,2.0,4,X,37,180
6025,KIA_Niro,1.6,4,X,59,114
6026,KIA_Niro_FE,1.6,4,X,60,110
6027,KIA_Niro_Touring,1.6,4,X,52,129
6028,KIA_Optima,2.0,4,X,29,230
6029,KIA_Optima,2.4,4,X,34,199
6030,KIA_Optima_Hybrid,2.0,4,X,50,133
6031,KIA_Rio,1.6,4,X,38,177
6032,KIA_Rio,1.6,4,X,38,175
6033,KIA_Sedona,3.3,6,X,25,272
6034,KIA_Sorento,2.4,4,X,29,225
6035,KIA_Sorento_AWD,2.4,4,X,28,242
6036,KIA_Sorento_AWD,3.3,6,X,25,265
6037,KIA_Soul,1.6,4,X,33,199
6038,KIA_Soul,1.6,4,X,34,198
6039,KIA_Soul,2.0,4,X,32,206
6040,KIA_Sportage,2.4,4,X,31,218
6041,KIA_Sportage_AWD,2.0,4,X,25,263
6042,KIA_Sportage_AWD,2.4,4,X,27,247
6043,KIA_Stinger_AWD,2.0,4,Z,29,229
6044,KIA_Stinger_AWD,3.3,6,Z,24,279
6045,LAMBORGHINI_Aventador_Coupe,6.5,12,Z,13,487
6046,LAMBORGHINI_Aventador_Roadster,6.5,12,Z,13,493
6047,LAMBORGHINI_Huracan_Coupe,5.2,10,Z,18,366
6048,LAMBORGHINI_Huracan_Coupe_AWD,5.2,10,Z,18,370
6049,LAMBORGHINI_Huracan_Spyder,5.2,10,Z,18,366
6050,LAMBORGHINI_Huracan_Spyder_AWD,5.2,10,Z,18,370
6051,LAMBORGHINI_Huracan_Performante_Coupe,5.2,10,Z,18,370
6052,LAMBORGHINI_Huracan_Performante_Spyder,5.2,10,Z,18,370
6053,LAMBORGHINI_Urus,4.0,8,Z,17,384
6054,LAND_ROVER_Discovery,3.0,6,Z,21,311
6055,LAND_ROVER_Discovery_TD6_Diesel,3.0,6,D,27,279
6056,LAND_ROVER_Discovery_Sport,2.0,4,Z,27,246
6057,LAND_ROVER_Range_Rover_3.0,3.0,6,Z,23,291
6058,LAND_ROVER_Range_Rover_TD6_Diesel,3.0,6,D,29,256
6059,LAND_ROVER_Range_Rover_5.0_Supercharged,5.0,8,Z,22,305
6060,LAND_ROVER_Range_Rover_SVAutobiography_LWB,5.0,8,Z,18,365
6061,LAND_ROVER_Range_Rover_Sport_3.0,3.0,6,Z,23,291
6062,LAND_ROVER_Range_Rover_Sport_TD6_Diesel,3.0,6,D,29,256
6063,LAND_ROVER_Range_Rover_Sport_Supercharged,5.0,8,Z,22,294
6064,LAND_ROVER_Range_Rover_Evoque,2.0,4,Z,29,225
6065,LAND_ROVER_Range_Rover_Evoque_Convertible,2.0,4,Z,29,231
6066,LAND_ROVER_Range_Rover_Velar_D180,2.0,4,D,33,229
6067,LAND_ROVER_Range_Rover_Velar_P300,2.0,4,Z,27,248
6068,LAND_ROVER_Range_Rover_Velar_P380,3.0,6,Z,24,273
6069,LEXUS_ES_300h,2.5,4,X,53,124
6070,LEXUS_ES_350,3.5,6,X,31,211
6071,LEXUS_ES_350_F_SPORT,3.5,6,X,30,219
6072,LEXUS_GS_350_AWD,3.5,6,Z,26,254
6073,LEXUS_GS_F,5.0,8,Z,23,293
6074,LEXUS_GX_460,4.6,8,Z,19,341
6075,LEXUS_IS_300,2.0,4,Z,30,220
